"property_number","borough_code","sign_name","category","site_amenities","sector_name","sector_desc","functional_acreage","total_acreage","avghours_2021q1","avghours_2021q2","avghours_2021q3","avghours_2021q4","avgcosts_2021q1","avgcosts_2021q2","avgcosts_2021q3","avgcosts_2021q4","avgdays_2021q1","avgdays_2021q2","avgdays_2021q3","avgdays_2021q4","fixedpost_2021q1","fixedpost_2021q2","fixedpost_2021q3","fixedpost_2021q4","q1work_order_cost","q2work_order_cost","q3work_order_cost","q4work_order_cost"
"Q412","Q","Gwen Ifill Park","Large Park","Natural Areas","Queens Sector 10.12","Districts 10, 12",16.44,16.44,2,3,7,7,42,67,129,119,4.2,4.2,4.4,4.5,"No","No","No","No",0,2733,0,57
"B247","B","Breukelen Ballfields","Large Park","Athletic Facilities,Comfort Station,Playground","Brooklyn Sector 17.18","Districts 17, 18",16.16,16.16,67,60,75,171,864,787,957,2226,5.7,5.6,5.6,6.8,"Yes","Yes","Yes","Yes",1080,519,199,2827
"X034","X","Mullaly Park","Large Park","Athletic Facilities,Comfort Stations,Playgrounds","Bronx Sector 4.5","Districts 4, 5",15.9828,15.05,28,81,45,96,457,1194,669,1515,3.3,5.9,3.8,5.6,"Yes","Yes","Yes","Yes",19116,8045,2341,13032
"R117","R","Alice Austen Park","Large Park",NA,"Staten Island Sector 1","District 1",15.52,15.52,3,5,4,7,53,80,65,112,4.3,5.9,4.9,5.2,"No","No","No","No",1972,1853,0,299
"M047","M","Thomas Jefferson Park","Large Park","Athletic Facilities,Playground","Manhattan Sector 10.11","Districts 10, 11",15.52,15.52,69,64,80,146,937,833,1087,2218,5.3,4.8,4.4,6.2,"Yes","Yes","Yes","Yes",2171,2959,1986,58147
"M300","M","Sherman Creek","Small Park","Natural Areas","Manhattan Sector 12.12A","Districts 12, 12A",15.38,15.38,94,77,53,65,5,0,3,14,5,5.6,5.8,6.5,"Yes","Yes","Yes","Yes",8,310,26,310
"X136","X","Harris Park","Large Park","Athletic Facilities,Comfort Station,Playground","Bronx Sector 7.8","Districts 7, 8",15.32,15.32,57,73,59,65,861,1128,864,982,5.3,5.9,5.2,4.9,"Yes","Yes","Yes","Yes",2648,1421,998,2118
"X010A","X","Walter Gladwin Park","Large Park","Athletic Facilities,Comfort Station,Playgrounds","Bronx Sector 3.6","Districts 3, 6",15,15,147,93,67,132,2252,1434,1010,2309,6.1,5.3,3.8,4.6,"Yes","Yes","Yes","Yes",988,5764,2870,4543
"M081","M","Carl Schurz Park","Large Park","Athletic Facilities,Comfort Stations,Playground","Manhattan Sector 6.8.15","Districts 6, 8, 15",14.6335,14.94,147,118,100,180,2065,1696,1489,2584,6.3,6.5,6.4,6.5,"Yes","Yes","Yes","Yes",63788,20170,5212,28083
"R059","R","Von Briesen Park","Large Park",NA,"Staten Island Sector 1","District 1",13.94,13.94,4,5,4,6,59,74,64,92,3.1,5.1,4,4.2,"No","No","No","No",0,207,0,0
"Q496","Q","Park at Beach 108 Street","Small Park",NA,"Queens Sector 14","District 14",13.83,13.83,3,2,2,4,46,28,32,53,3.2,3.6,3.5,4.7,"No","No","No","No",83,0,0,31
"Q094","Q","Tudor Park","Large Park","Athletic Facilities,Playground","Queens Sector 10.12","Districts 10, 12",13.54,13.54,26,22,29,43,406,349,408,656,6.2,6.9,6.7,6.5,"No","No","No","No",446,2091,3286,1316
"R075A","R","Father Macris Park","Large Park","Athletic Facilities","Staten Island Sector 2.2B","Districts 2, 2B",13.47,13.47,5,5,6,7,92,85,90,105,5.7,5.6,5.2,5.9,"No","No","No","No",1229,129,724,14
"Q471","Q","Hunter's Point South Park","Small Park","Athletic Facilities,Comfort Station","Queens Sector 1.2","Districts 1, 2",13.2595,22.81,197,204,213,376,3118,3291,3457,6020,6.7,6.8,6.4,6.2,"Yes","Yes","Yes","Yes",6796,5236,4546,18242
"Q084","Q","Grand Central Parkway","Other","Natural Areas,Trails","Queens Sector 8.9","Districts 8, 9",12.9535,160.42,1,1,1,1,23,20,17,27,2.3,2.1,2.1,2.2,"No","No","No","No",0,253,0,0
"M014","M","Jackie Robinson Park","Large Park","Athletic Facilities,Comfort Stations,Playgrounds","Manhattan Sector 10.11","Districts 10, 11",12.77,12.77,90,60,18,116,1326,946,298,1834,4.6,4.4,3.2,5.1,"Yes","Yes","No","Yes",27504,5040,9897,72623
"Q028","Q","Beach Channel Park","Small Park",NA,"Queens Sector 14","District 14",12.62,12.62,1,2,2,3,22,36,27,41,4.4,4.4,4.3,4.6,"No","No","No","No",NA,NA,NA,NA
"Q392","Q","Idlewild Park","Large Park","Athletic Facilities,Natural Areas","Queens Sector 11.13","Districts 11, 13",12.5906,180.85,3,3,3,3,46,50,56,50,2.2,2.2,2.6,2.6,"No","No","No","No",1398,1320,211,2337
"X307","X","Barretto Point Park","Small Park","Athletic Facilities,Comfort Station,Playground","Bronx Sector 1.2","Districts 1, 2",12.22,12.22,27,17,12,25,443,272,188,448,5.6,5.4,4.8,5.7,"No","No","No","Yes",1539,1566,4750,16507
"Q006","Q","Bowne Park","Large Park","Athletic Facilities,Comfort Station,Playground","Queens Sector 7","District 7",11.79,11.79,28,20,19,23,385,267,271,389,5.4,4.7,5.1,4.3,"Yes","Yes","Yes","Yes",772,1303,315,184
"X201","X","Seton Park","Large Park","Athletic Facilities,Comfort Station,Natural Areas,Playground,Trails","Bronx Sector 7.8","Districts 7, 8",11.69,11.69,10,11,15,25,170,192,223,413,5.3,5.7,6.3,6.3,"No","No","No","No",6701,1602,2237,2436
"X344","X","Mill Pond Park","Large Park","Athletic Facilities,Comfort Station","Bronx Sector 4.5","Districts 4, 5",11.57,11.57,23,20,13,43,391,357,230,451,3.2,3.8,3.7,4.3,"No","No","No","No",6101,8768,2813,3243
"Q023","Q","Rufus King Park","Large Park","Athletic Facilities,Comfort Station,Playground","Queens Sector 10.12","Districts 10, 12",11.5,11.5,80,80,45,81,1079,1103,653,1116,6.4,5.9,5.4,5.8,"Yes","Yes","Yes","Yes",24613,29611,27277,26572
"Q445","Q","Frank Golden Park","Large Park","Athletic Facilities,Comfort Station,Playground","Queens Sector 7","District 7",11.42,11.42,6,9,3,3,105,166,62,60,3.3,3.3,3.9,3.7,"No","Yes","No","No",891,246,344,331
"X044","X","St. James Park","Large Park","Athletic Facilities,Comfort Station","Bronx Sector 7.8","Districts 7, 8",11.39,11.39,55,50,50,41,901,846,800,673,6.6,6.8,6.5,6.5,"No","No","No","No",6015,3268,2373,6526
"M043","M","Isham Park","Large Park","Athletic Facilities,Trails","Manhattan Sector 12.12A","Districts 12, 12A",11.3451,20.13,17,14,15,22,239,211,228,328,6,6.3,5.3,5.7,"No","No","No","Yes",468,268,505,2501
"Q051","Q","St. Albans Park","Large Park","Athletic Facilities,Comfort Station,Playground","Queens Sector 10.12","Districts 10, 12",10.79,10.79,43,40,33,65,618,541,487,891,6,5.7,5.7,5.6,"Yes","Yes","Yes","Yes",959,501,72,553
"Q094D","Q","Gemini Fields","Small Park","Athletic Facilities","Queens Sector 10.12","Districts 10, 12",10.76,10.76,6,4,15,10,87,66,196,152,1.7,1.9,2,1.9,"No","No","No","No",3530,1162,216,973
"X268","X","Givans Creek Woods","Large Park","Natural Areas","Bronx Sector 9.10","Districts 9, 10",10.74,10.74,4,8,6,3,79,145,96,58,4.6,5.8,5.9,5.6,"No","No","No","No",52,0,0,107
"M098","M","Washington Square Park","Large Park","Comfort Station,Playgrounds","Manhattan Sector 1.2","Districts 1, 2",10.6794,9.75,289,378,349,572,3523,4596,4710,7507,4.5,5.1,5.1,5.1,"Yes","Yes","Yes","Yes",10613,10134,10299,8421
"B431","B","Brooklyn Bridge Park","Large Park","Playground","Brooklyn Sector 2","District 2",10.6694,21.38,NA,25,NA,NA,NA,309,NA,NA,NA,3,NA,NA,NA,"Yes",NA,NA,0,2347,147,5036
"B008","B","Betsy Head Park","Large Park","Athletic Facilities,Comfort Station,Playground","Brooklyn Sector 5.16","Districts 5, 16",10.56,10.56,41,29,29,114,534,485,461,1554,4.5,5.4,4.7,6.2,"Yes","No","No","Yes",133069,6677,17302,47453
"R109","R","CPL. Thompson Park","Large Park","Athletic Facilities,Comfort Station,Playground","Staten Island Sector 1","District 1",10.5,10.5,12,14,12,17,198,239,208,263,5.4,6.5,6,5.5,"No","No","No","No",2482,2179,817,48294
"M088","M","Tompkins Square Park","Large Park","Athletic Facilities,Comfort Station,Playgrounds","Manhattan Sector 3","District 3",10.5,10.5,34,31,25,97,620,566,413,1593,5.7,5.8,5.7,6.6,"No","No","No","Yes",6117,3120,1894,4841
"B021","B","Commodore Barry Park","Large Park","Athletic Facilities,Comfort Station,Playground","Brooklyn Sector 2","District 2",10.39,10.39,42,41,25,146,536,512,323,1875,6.4,4.4,3.5,6.4,"Yes","Yes","Yes","Yes",1003,1682,2172,23028
"B113A","B","Cadman Plaza Park","Large Park","Comfort Station","Brooklyn Sector 2","District 2",10.38,10.38,42,42,47,34,653,641,714,535,6.8,7,6.3,6.5,"Yes","Yes","Yes","No",3008,3622,7707,3501
"B214","B","Linden Park","Large Park","Athletic Facilities,Comfort Station,Playground","Brooklyn Sector 5.16","Districts 5, 16",10.2431,9.32,93,77,83,124,1318,1133,1179,1825,6.5,6.1,5.3,6.2,"Yes","Yes","Yes","Yes",2525,1802,2647,2063
"R160","R","Heritage Park","Small Park",NA,"Staten Island Sector 1","District 1",9.93,9.93,3,4,4,5,42,67,58,75,2.9,4.2,3.3,3.2,"No","No","No","No",0,103,0,0
"X001A","X","Aqueduct Walk","Large Park","Athletic Facilities,Comfort Station,Playgrounds","Bronx Sector 4.5","Districts 4, 5",9.6112,8.61,45,37,44,60,792,682,724,916,6.3,6.7,6.3,6.8,"No","No","No","No",2341,4202,1742,1267
"M008","M","Bryant Park","Large Park","Comfort Stations","Manhattan Sector 4.5","Districts 4, 5",9.6,9.6,116,126,123,178,28,10,0,62,3.6,4.3,3.8,5.2,"Yes","Yes","Yes","Yes",NA,NA,NA,NA
"M108T01","M","East River Esplanade","Small Park",NA,"Manhattan Sector 6.8.15","Districts 6, 8, 15",9.4203,8.6,31,53,48,59,384,649,581,837,4.1,6.2,5.9,6.4,"Yes","Yes","Yes","Yes",263,1686,0,155
"X191A","X","Bicentennial Veterans Memorial Park","Large Park","Athletic Facility","Bronx Sector 9.10","Districts 9, 10",9.4,9.4,5,11,11,10,99,173,170,181,4,6.3,6.3,6.2,"No","No","No","No",518,268,0,751
"M391","M","East River Waterfront Esplanade","Large Park","Comfort Station","Manhattan Sector 1.2","Districts 1, 2",9.376,8.76,325,248,190,385,5043,3833,2911,5913,6.6,6.6,6,5.8,"Yes","Yes","Yes","Yes",5157,2831,1298,2162
"B245","B","St. John's Park","Large Park","Athletic Facilities,Comfort Station,Playground","Brooklyn Sector 8.9","Districts 8, 9",9.34,9.34,37,32,36,97,577,441,524,1550,5.1,5.5,5.5,6.5,"Yes","Yes","Yes","Yes",3268,744,2321,2071
"X196","X","Haffen Park","Large Park","Athletic Facilities,Comfort Station,Playground","Bronx Sector 11.12.14","Districts 11, 12, 14",9.24,9.24,23,42,52,120,442,678,840,1910,5.9,6.1,6.3,6.5,"No","No","No","Yes",16430,4362,1462,15322
"R052","R","Allison Pond Park","Large Park","Natural Areas,Trails","Staten Island Sector 1","District 1",9.2,9.2,3,6,6,7,54,97,95,107,4.8,5.8,5.7,5,"No","No","No","No",1020,1874,343,0
"Q052","Q","Captain Tilly Park","Large Park","Comfort Station,Playground","Queens Sector 8.9","Districts 8, 9",9.16,9.16,6,5,6,15,88,98,127,233,2.4,2.5,4.2,5.2,"No","No","No","No",159,656,178,201
"Q089B","Q","Harvey Park","Large Park","Athletic Facilities,Comfort Station,Playground","Queens Sector 7","District 7",9.15,9.15,35,20,4,18,443,262,67,326,5,3.7,2.8,4.5,"Yes","Yes","No","Yes",549,1863,1301,2629
"B114","B","Msgr. McGolrick Park","Large Park","Comfort Station,Playground","Brooklyn Sector 1","District 1",9.13,9.13,49,45,71,88,671,668,864,1364,5,4.3,6.2,5.8,"Yes","Yes","Yes","Yes",564,460,1074,1986
"X080","X","Henry Hudson Park","Large Park","Athletic Facilities,Comfort Station,Playgrounds","Bronx Sector 7.8","Districts 7, 8",8.97,8.97,12,10,15,23,198,179,232,391,4.9,5.4,6.2,6,"No","No","No","No",220,1219,1597,1253
"Q131","Q","Frank Principe Park","Large Park","Athletic Facilities,Comfort Station,Playground","Queens Sector 5.6","Districts 5, 6",8.9,8.9,25,29,25,33,333,389,324,441,4.4,5.6,4.8,5.2,"Yes","Yes","Yes","Yes",1304,2451,4477,356
"B379","B","Coney Island Creek Park","Large Park","Natural Areas","Brooklyn Sector 13","District 13",8.89,8.89,9,4,5,6,147,54,70,97,1.8,1.4,2.7,3.3,"Yes","No","No","No",50,150,0,0
"X007","X","Castle Hill Park","Small Park","Natural Areas,Trails","Bronx Sector 9.10","Districts 9, 10",8.83,8.83,4,8,9,11,61,127,148,186,3.9,5.8,5.9,5.5,"No","No","No","No",1678,14,17,25
"Q413","Q","Rochdale Park","Large Park","Athletic Facilities,Playground","Queens Sector 10.12","Districts 10, 12",8.83,8.83,20,31,41,55,271,443,583,701,5.7,5.6,5.3,5.5,"No","Yes","Yes","Yes",467,1162,312,180
"M013","M","City Hall Park","Large Park",NA,"Manhattan Sector 1.2","Districts 1, 2",8.8,8.8,42,65,46,36,754,1188,807,633,6.4,6.6,6,5.8,"Yes","Yes","Yes","Yes",17766,7535,3302,9499
"X147A","X","Starlight Park","Large Park","Athletic Facilities,Playground","Bronx Sector 11.12.14","Districts 11, 12, 14",8.7652,17.06,27,16,22,31,425,265,345,539,4.6,4.2,4.9,4.1,"No","No","No","No",2055,3617,1272,2333
"B210W","B","John J Carty Park","Large Park","Athletic Facilities,Comfort Station","Brooklyn Sector 10.12","Districts 10, 12",8.57,8.57,16,9,12,16,198,153,193,274,3.7,2.9,4.1,4.6,"Yes","No","No","No",2775,1719,2315,1641
"B077","B","Coffey Park","Large Park","Athletic Facilities,Comfort Station,Playground","Brooklyn Sector 6.7","Districts 6, 7",8.27,8.27,56,57,45,105,779,858,753,1670,6.2,6.6,6,6.6,"Yes","Yes","Yes","Yes",2109,907,2805,984
"B060","B","McKinley Park","Large Park","Athletic Facilities,Comfort Station,Playground","Brooklyn Sector 10.12","Districts 10, 12",8.25,8.25,13,11,24,39,215,188,383,627,3.6,3.2,4.5,5.5,"No","No","No","Yes",5012,1890,6514,3292
"Q048","Q","Rainey Park","Large Park","Athletic Facilities,Comfort Station,Playground","Queens Sector 1.2","Districts 1, 2",8.09,8.09,30,15,30,66,518,217,422,1069,5.2,5.8,6.3,6.5,"Yes","No","Yes","Yes",978,385,463,1093
"M105","M","Sara D. Roosevelt Park","Large Park","Athletic Facilities,Comfort Station,Playgrounds","Manhattan Sector 3","District 3",7.85,7.85,170,109,90,163,2415,1607,1233,2263,6.3,5.5,5.4,6.5,"Yes","Yes","Yes","Yes",50423,72918,63965,109312
"X019","X","Ewen Park","Large Park","Athletic Facility","Bronx Sector 7.8","Districts 7, 8",7.84,7.84,12,11,11,14,189,182,176,231,4.9,5.9,5.3,5.6,"No","No","No","No",333,1281,857,979
"B088","B","Herbert Von King Park","Large Park","Athletic Facilities,Comfort Station,Playgrounds","Brooklyn Sector 3.4","Districts 3, 4",7.82,7.82,52,65,34,141,816,899,528,2255,5.3,5.1,4.8,6.4,"No","No","No","No",2190,2761,4255,6736
"B159","B","Mount Prospect Park","Large Park","Comfort Station,Playground","Brooklyn Sector 8.9","Districts 8, 9",7.79,7.79,21,21,33,81,284,282,458,1163,5.1,5.8,5.6,6,"Yes","Yes","Yes","Yes",487,2159,6664,2126
"X255","X","Bill Rainey Park","Large Park","Athletic Facilities,Comfort Station","Bronx Sector 1.2","Districts 1, 2",7.74,7.74,48,42,28,30,778,675,448,551,6.7,7,7,6.5,"No","No","No","No",3813,5708,6382,7295
"Q121","Q","Detective Keith L Williams Park","Large Park","Athletic Facilities,Comfort Station,Playground","Queens Sector 10.12","Districts 10, 12",7.68,7.68,58,46,43,75,764,777,649,996,6.1,6.2,5.5,5.8,"Yes","Yes","Yes","Yes",18186,1440,25430,88162
"Q086","Q","Flushing Fields","Large Park","Athletic Facilities,Comfort Station,Playground","Queens Sector 7","District 7",7.67,7.67,12,8,11,42,186,143,212,733,4.9,3.7,4.5,6.2,"Yes","No","Yes","Yes",552,2678,1129,405
"R038A","R","Midland Field","Small Park","Athletic Facilities,Comfort Station","Staten Island Sector 2.2B","Districts 2, 2B",7.46,7.46,12,11,17,21,191,178,281,348,5.8,5.2,5.3,4.9,"Yes","Yes","Yes","Yes",6786,119,0,0
"X094","X","Bridge Park","Large Park",NA,"Bronx Sector 4.5","Districts 4, 5",7.16,7.16,3,1,3,6,59,18,44,103,2.5,1.4,2,3.2,"No","No","No","No",1928,0,112,0
"M360","M","The High Line","Large Park",NA,"Manhattan Sector 4.5","Districts 4, 5",7.0687,6.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B012","B","Brower Park","Large Park","Athletic Facilities,Comfort Station,Playgrounds","Brooklyn Sector 8.9","Districts 8, 9",7.05,7.05,47,52,72,109,745,750,1113,1761,5.6,5.4,6,6.3,"Yes","Yes","Yes","Yes",2677,1540,5878,2882
"X028","X","Joyce Kilmer Park","Large Park","Playground","Bronx Sector 4.5","Districts 4, 5",6.88,6.88,37,40,26,61,632,621,446,988,4.2,4.2,5.2,5,"Yes","No","No","Yes",1990,2907,1313,2548
"B016","B","Maria Hernandez Park","Large Park","Athletic Facilities,Comfort Station,Playground","Brooklyn Sector 3.4","Districts 3, 4",6.87,6.87,108,98,84,172,1504,1414,1237,2588,6.1,6.4,6.3,6.6,"Yes","Yes","Yes","Yes",2579,1738,1882,2848
"M039","M","Harlem River Park","Large Park","Natural Areas","Manhattan Sector 10.11","Districts 10, 11",6.8229,46.66,13,8,8,19,194,116,118,269,2.3,2.2,2.8,4.1,"No","No","No","No",28,22,102,6
"B372","B","Friends Field","Large Park","Athletic Facilities,Comfort Station,Playground","Brooklyn Sector 10.12","Districts 10, 12",6.7,6.7,23,22,16,25,285,284,234,408,4.9,4.8,4.3,4.4,"Yes","Yes","No","Yes",5972,10286,1464,3226
"M099","M","J. Hood Wright Park","Large Park","Athletic Facilities,Comfort Station,Playground","Manhattan Sector 12.12A","Districts 12, 12A",6.7,6.7,50,34,52,97,626,453,684,1255,5.7,6,6,5.8,"Yes","No","Yes","Yes",536,403,7192,1754
"B329","B","Lindower Park","Large Park","Athletic Facilities,Comfort Station,Playground","Brooklyn Sector 17.18","Districts 17, 18",6.7,6.7,50,42,13,6,840,721,199,80,5.7,6,4.8,3.9,"Yes","Yes","No","No",1277,883,3143,1055
"B385","B","WNYC Transmitter Park","Small Park",NA,"Brooklyn Sector 1","District 1",6.61,6.61,17,12,11,15,295,215,193,250,6.7,6.7,6.3,6.3,"No","No","No","No",137,155,3,207
"X091","X","Park","Small Park","Natural Areas","Bronx Sector 7.8","Districts 7, 8",6.6,6.79,2,1,3,7,33,19,44,116,1.2,1.7,2.4,4.2,"No","No","No","No",0,0,486,117
"R075B","R","Westwood Park","Small Park","Natural Areas","Staten Island Sector 2.2B","Districts 2, 2B",6.56,6.56,4,5,5,6,75,73,77,93,5.6,5.6,5.2,5.8,"No","No","No","No",NA,NA,NA,NA
"M089","M","Union Square Park","Small Park","Comfort Stations,Playground","Manhattan Sector 4.5","Districts 4, 5",6.51,6.51,498,452,430,612,6825,6720,5997,6903,6.6,6.8,6.8,6.7,"Yes","Yes","Yes","Yes",7273,2963,1999,5035
"M208D","M","Harlem River Park","Small Park","Athletic Facilities","Manhattan Sector 10.11","Districts 10, 11",6.4828,5.76,54,28,17,66,739,391,239,1009,5.9,4.8,4.2,6.3,"Yes","Yes","No","Yes",655,2167,1005,341
"M186","M","Col. Young Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Manhattan Sector 10.11","Districts 10, 11",6.42,6.42,30,23,28,39,456,366,421,573,6,6.5,6.2,6.3,"No","No","No","No",3816,3802,6753,11724
"B025","B","Cooper Park","Large Park","Athletic Facilities,Comfort Station,Playground","Brooklyn Sector 1","District 1",6.4,6.4,66,58,51,46,1034,918,833,791,5.9,5.8,5.5,5.5,"Yes","Yes","Yes","Yes",1256,502,1124,1978
"B042","B","Gravesend Park","Small Park","Athletic Facilities,Comfort Station,Playground","Brooklyn Sector 10.12","Districts 10, 12",6.38,6.38,28,13,28,43,365,198,357,668,3.2,2.6,4.2,4.7,"Yes","No","Yes","Yes",412,1482,571,1350
"Q220C","Q","Dr. Charles R. Drew Park","Small Park","Athletic Facilities,Comfort Station","Queens Sector 10.12","Districts 10, 12",6.34,6.34,11,10,12,27,206,201,221,376,4.8,5.5,5.5,5.7,"No","No","No","No",4030,107,458,579
"B223K","B","Trinity Park","Small Park",NA,"Brooklyn Sector 2","District 2",6.3,6.3,6,7,4,3,88,96,53,42,5,3.9,2.8,2.8,"Yes","Yes","No","No",125,77,0,119
"X305","X","Concrete Plant Park","Large Park",NA,"Bronx Sector 11.12.14","Districts 11, 12, 14",6.28,6.28,7,7,5,7,104,108,84,117,3.6,3.5,3.5,3,"No","No","No","No",1897,199,576,1085
"Q465","Q","Socrates Sculpture Park","Small Park",NA,"Queens Sector 1.2","Districts 1, 2",6.28,6.28,4,3,4,8,64,55,74,129,4.5,4.9,4.8,5.4,"No","No","No","No",0,258,65,4
"B135","B","Newtown Barge Playground","Small Park","Athletic Facilities","Brooklyn Sector 1","District 1",6.25,6.25,6,6,6,8,106,98,102,131,6.5,6.5,6.2,6.2,"No","No","No","No",404,502,0,1110
"M052","M","Madison Square Park","Large Park","Playground","Manhattan Sector 4.5","Districts 4, 5",6.23,6.23,313,283,224,516,937,301,857,4141,6.4,5.3,4,5.2,"Yes","Yes","Yes","Yes",540,2995,642,4957
"Q492","Q","Elmhurst Park","Small Park","Comfort Station,Playground","Queens Sector 3.4","Districts 3, 4",6.22,6.22,35,31,30,25,582,507,522,441,6.3,6.5,6.6,6.1,"Yes","Yes","Yes","Yes",656,2078,1919,4188
"X253","X","Ambrosini Field","Small Park","Athletic Facilities,Playground","Bronx Sector 15.15A","Districts 15, 15A",6.1,6.1,13,11,6,19,210,177,89,315,4.5,5.4,5,5.3,"No","No","No","No",1980,592,871,570
"B141","B","City Line Park","Small Park","Athletic Facilities,Comfort Station,Playground","Brooklyn Sector 5.16","Districts 5, 16",6.05,6.05,12,13,10,53,196,203,172,675,3.2,4.2,4.1,5.8,"No","No","No","Yes",228,807,647,1544
"Q387B","Q","Clearview Park","Small Park","Natural Areas","Queens Sector 7","District 7",6.05,6.05,0,1,0,0,10,13,6,9,1.4,1.3,1.4,1,"No","No","No","No",0,3058,28,0
"B192A","B","Fort Hamilton Athletic Field","Large Park","Athletic Facilities","Brooklyn Sector 10.12","Districts 10, 12",6.02,6.02,6,5,12,19,95,84,158,295,2.4,2.4,3.5,4.2,"No","No","Yes","Yes",1437,116,83,377
"B254","B","Wingate Park","Small Park","Athletic Facilities,Comfort Station,Playground","Brooklyn Sector 8.9","Districts 8, 9",5.89,5.89,31,31,34,106,442,442,475,1679,5.9,6.5,6.1,6.5,"Yes","Yes","No","Yes",3400,877,678,1466
