"NAME","GEO_ID","S0101_C01_001E","S1901_C01_001E","S1901_C01_002E","S1901_C01_003E","S1901_C01_004E","S1901_C01_005E","S1901_C01_006E","S1901_C01_007E","S1901_C01_008E","S1901_C01_009E","S1901_C01_010E","S1901_C01_011E","S1901_C01_012E","S1901_C01_013E","ZCTA5","DP02_0087E","DP02_0093E","DP05_0070E","DP05_0077E","DP05_0077PE"
"ZCTA5 91301","8600000US91301",26334,9295,2.9,1.2,3.6,3.3,7.1,11.1,10.8,18,13.8,28.3,124012,181113,"91301",26334,5452,26334,19799,75.2
"ZCTA5 91320","8600000US91320",44968,14971,1.4,2,2.6,5.4,6.9,9.7,10.9,22.2,14,24.7,118986,150243,"91320",44968,8757,44968,30056,66.8
"ZCTA5 91321","8600000US91321",34014,10781,3.3,3.5,8.2,8.1,11.9,16.2,11.1,19.3,9.6,8.8,73187,96284,"91321",34014,8554,34014,13243,38.9
"ZCTA5 91350","8600000US91350",36173,11402,2,1.3,3.5,4,6.5,12,12.4,23.5,18.8,16.1,117707,129627,"91350",36173,6074,36173,19510,53.9
"ZCTA5 91351","8600000US91351",32711,10076,4,2.2,3.6,6.8,10,18.6,17.3,17.8,12.6,7.1,81758,98320,"91351",32711,8048,32711,11924,36.5
"ZCTA5 91361","8600000US91361",20258,8556,2.8,2.1,2.7,3.9,5.6,13.5,10.3,18.5,12,28.6,119303,189511,"91361",20258,2768,20258,15884,78.4
"ZCTA5 91601","8600000US91601",36841,16710,7.7,7.6,9.9,9.2,12.8,18.1,11.3,12.5,4.7,6.4,53911,75916,"91601",36841,11055,36841,17370,47.1
"ZCTA5 91606","8600000US91606",44295,15401,7,7.1,11.7,10.7,13.3,16.6,12.6,11.5,4.5,5,50155,68314,"91606",44295,19039,44295,15824,35.7
"ZCTA5 91732","8600000US91732",62905,16066,5.1,5.2,10.2,10.1,17.9,20.3,14.3,9,5.5,2.5,51268,67194,"91732",62905,31541,62905,2214,3.5
"ZCTA5 91755","8600000US91755",26803,8665,6,4.9,9.9,10.1,13.5,15.5,9.6,16.1,4.5,9.8,58411,83612,"91755",26803,15544,26803,997,3.7
"ZCTA5 91801","8600000US91801",54768,20065,7.2,4.2,10.7,7.1,11.7,17.8,11.3,16.1,6.6,7.4,60519,85655,"91801",54768,27135,54768,5052,9.2
"ZCTA5 91803","8600000US91803",29567,9644,5.1,4.4,9.3,9.3,12.7,14.8,11.1,19.5,7.1,6.8,63264,85770,"91803",29567,14308,29567,2431,8.2
"ZCTA5 91786","8600000US91786",53697,19107,5.5,4.5,7.7,10.1,11.8,23,12.2,15.5,6,3.7,61898,74702,"91786",53697,9998,53697,17431,32.5
"ZCTA5 91789","8600000US91789",44440,13348,3.9,1.8,4.4,5.2,7.3,14.5,12.3,20.8,12.9,17,101841,125549,"91789",44440,21345,44440,5051,11.4
"ZCTA5 91791","8600000US91791",33397,10080,4.3,4.3,7.3,6.4,8.1,14.1,12.2,22.2,11.1,10,84530,102623,"91791",33397,11636,33397,5013,15
"ZCTA5 91360","8600000US91360",43121,14955,4,2.6,5.2,4.7,8.1,11.8,13.5,20.3,12,17.9,100246,124232,"91360",43121,7414,43121,27994,64.9
"ZCTA5 91040","8600000US91040",20049,7339,4.3,3.1,7,7.4,8.6,13.3,11.7,24.8,9.7,10.1,86594,105143,"91040",20049,6194,20049,12919,64.4
"ZCTA5 91352","8600000US91352",47076,12436,5.8,4.6,10.2,9,13.7,18.3,12.4,16.3,5.9,3.9,57145,75344,"91352",47076,20482,47076,9219,19.6
"ZCTA5 91101","8600000US91101",21395,10739,11,7.5,6.7,5.6,7.4,13.8,14.9,17.6,6.9,8.6,70075,88213,"91101",21395,6879,21395,8147,38.1
"ZCTA5 89506","8600000US89506",43566,14684,2.8,1.8,6.9,6.8,15.8,26,17.5,15.5,4.4,2.6,63978,74236,"89506",43566,6390,43566,24629,56.5
"ZCTA5 89511","8600000US89511",26443,11141,3.1,1.9,4.3,4.5,9.3,13.2,13,19.8,11.9,18.9,101448,146958,"89511",26443,2490,26443,21943,83
"ZCTA5 89828","8600000US89828",363,181,0,0,0,28.7,0,0,14.9,0,56.4,0,150282,107347,"89828",363,0,363,363,100
"ZCTA5 89832","8600000US89832",1312,488,11.5,7.6,16.6,12.9,13.9,20.7,9.8,4.3,1.6,1,35875,46763,"89832",1312,13,1312,34,2.6
"ZCTA5 89001","8600000US89001",1363,544,0,0,1.8,16.2,16.9,40.1,9.4,5.3,3.5,6.8,60152,73439,"89001",1363,40,1363,1309,96
"ZCTA5 89011","8600000US89011",28229,10452,6,2.7,5,7.8,12.2,18.9,12.2,17.6,8.2,9.2,70129,101139,"89011",28229,4818,28229,14722,52.2
"ZCTA5 89018","8600000US89018",4847,321,3.7,0,16.2,16.5,10.9,29.3,17.8,5.6,0,0,51417,55135,"89018",4847,379,4847,1729,35.7
"ZCTA5 89043","8600000US89043",1478,516,0,4.1,0,21.9,10.9,36.2,11.4,7.8,2.7,5,54643,66043,"89043",1478,65,1478,1068,72.3
"ZCTA5 89052","8600000US89052",55096,21981,4.1,2,4.3,7.5,10.2,15.8,12.9,19,10.1,14.2,85021,120942,"89052",55096,9167,55096,35791,65
"ZCTA5 89108","8600000US89108",73991,27040,9.6,4,11.5,11.3,18.1,18.6,13.7,9.8,2.2,1.2,46165,57270,"89108",73991,17789,73991,24044,32.5
"ZCTA5 95476","8600000US95476",36586,15332,3.8,2.4,7.3,7.1,9.8,15.4,13.5,17.6,9.7,13.5,82036,118764,"95476",36586,6393,36586,23920,65.4
"ZCTA5 95485","8600000US95485",2650,1079,4,9,13.7,16.8,9.4,19.2,7.6,9.1,8.9,2.4,43375,62002,"95485",2650,194,2650,2172,82
"ZCTA5 95524","8600000US95524",1668,738,1.9,6.8,11,11.9,11.4,9.8,11.2,17.3,11.1,7.6,63214,97372,"95524",1668,35,1668,1492,89.4
"ZCTA5 95492","8600000US95492",29271,9757,1.8,2.1,4.3,5.7,7,13.1,12.6,24.1,14.7,14.5,107153,120982,"95492",29271,4166,29271,17137,58.5
"ZCTA5 95501","8600000US95501",23324,10135,5.8,9.2,11.8,12.1,15.5,18.3,10.6,9.9,2.8,4.2,44952,68346,"95501",23324,1558,23324,16741,71.8
"ZCTA5 81143","8600000US81143",782,328,13.1,5.8,5.5,15.5,14.9,26.5,10.7,0,7.9,0,46875,50142,"81143",782,17,782,751,96
"ZCTA5 81147","8600000US81147",12587,5541,4,4.8,12.8,7.8,16.5,23.4,13.4,9.5,3.1,4.8,52111,71521,"81147",12587,651,12587,9686,77
"ZCTA5 81211","8600000US81211",8281,3137,1.1,10.1,7.3,14.3,15,17.3,13.5,13.4,5.7,2.3,52813,68014,"81211",8281,298,8281,7156,86.4
"ZCTA5 81008","8600000US81008",11632,4541,7.6,3.1,9.2,8,15.9,21.3,14.8,12.5,2.7,5,54806,76324,"81008",11632,363,11632,6173,53.1
"ZCTA5 81024","8600000US81024",231,139,33.1,6.5,25.9,6.5,3.6,7.9,0,0,16.5,0,16007,41406,"81024",231,0,231,220,95.2
"ZCTA5 81025","8600000US81025",741,290,3.4,5.2,20,6.9,15.5,25.9,9.7,8.3,5.2,0,47500,56154,"81025",741,11,741,548,74
"ZCTA5 54220","8600000US54220",39008,17292,3.8,6.5,11.5,10.9,15.8,19.9,13,12.9,3.2,2.5,51542,65155,"54220",39008,1379,39008,33818,86.7
"ZCTA5 54643","8600000US54643",3,3,33.3,0,0,0,66.7,0,0,0,0,0,NA,NA,"54643",3,0,3,3,100
"ZCTA5 54765","8600000US54765",9,6,0,0,0,0,0,50,50,0,0,0,NA,NA,"54765",9,0,9,9,100
"ZCTA5 54931","8600000US54931",270,99,0,0,0,17.2,14.1,23.2,21.2,24.2,0,0,63750,76630,"54931",270,0,270,254,94.1
"ZCTA5 54408","8600000US54408",997,438,5.7,7.3,8.7,12.6,11.2,19.4,16.7,13.2,4.3,0.9,54808,66346,"54408",997,8,997,937,94
"ZCTA5 54471","8600000US54471",1780,678,1.3,1.5,4.6,5.2,12.8,21.5,14.5,20.1,9.1,9.4,81731,99320,"54471",1780,17,1780,1714,96.3
"ZCTA5 54610","8600000US54610",1649,746,1.5,4.4,13,9,12.2,20.6,17.8,15,3.9,2.5,60750,70271,"54610",1649,5,1649,1566,95
"ZCTA5 54986","8600000US54986",5284,2281,3.1,2.5,7.5,9.6,8.8,20.7,18.1,16.4,7.4,5.8,72326,88176,"54986",5284,63,5284,5097,96.5
"ZCTA5 54946","8600000US54946",89,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54946",89,0,89,84,94.4
"ZCTA5 54913","8600000US54913",21510,8478,1.8,1.4,4.3,6.5,11.5,20.7,12.5,17.9,12.6,10.8,83627,115913,"54913",21510,1172,21510,19210,89.3
"ZCTA5 54928","8600000US54928",404,144,4.2,1.4,6.3,15.3,11.1,16,17.4,25,3.5,0,72500,72775,"54928",404,7,404,369,91.3
"ZCTA5 54933","8600000US54933",382,159,1.9,4.4,37.1,5.7,5,16.4,15.7,9.4,3.1,1.3,38125,54216,"54933",382,3,382,374,97.9
"ZCTA5 54949","8600000US54949",3379,1412,2.4,4.5,8.8,11.6,14.7,22.2,15.9,16.6,2,1.2,60676,69799,"54949",3379,42,3379,3286,97.2
"ZCTA5 54961","8600000US54961",13602,5845,4.2,5.3,6.2,9.3,17,19.3,15,15.7,4.6,3.3,59157,74289,"54961",13602,405,13602,12430,91.4
"ZCTA5 54979","8600000US54979",1312,564,3.5,1.6,5.7,6.6,10.3,27.7,23.2,17,3,1.4,69459,76931,"54979",1312,70,1312,1253,95.5
"ZCTA5 54661","8600000US54661",3718,1597,4,3.2,7.9,7.9,16,19.1,15.2,18.6,4.1,4,64316,78875,"54661",3718,47,3718,3563,95.8
"ZCTA5 54664","8600000US54664",1665,635,6.3,5.5,14.2,11,13.1,20.5,13.4,13.2,1.7,1.1,49934,58903,"54664",1665,34,1665,1603,96.3
"ZCTA5 54703","8600000US54703",43622,17485,4.5,5,8.7,10.3,14.3,20.2,15,15.6,3.8,2.5,58031,71054,"54703",43622,1725,43622,39051,89.5
"ZCTA5 54721","8600000US54721",1334,563,2.3,5.9,13.5,13.5,9.8,19.4,12.8,16,3.6,3.4,54766,74105,"54721",1334,25,1334,1276,95.7
"ZCTA5 54729","8600000US54729",32714,13557,3.3,3.6,10.1,10.4,12.1,20.1,14.7,17.2,4.1,4.4,62245,78320,"54729",32714,449,32714,30748,94
"ZCTA5 54746","8600000US54746",726,279,6.5,5.7,8.6,6.5,12.5,32.3,16.8,8.6,1.8,0.7,58250,58248,"54746",726,15,726,686,94.5
"ZCTA5 54751","8600000US54751",26011,9532,6.4,6,9.7,12,11.2,20.9,13.7,13,4.8,2.4,54539,68150,"54751",26011,867,26011,24027,92.4
"ZCTA5 54755","8600000US54755",7082,2996,5.1,6,10.1,8.1,14.8,22.4,13.3,13,4.4,2.8,56781,67992,"54755",7082,62,7082,6863,96.9
"ZCTA5 54759","8600000US54759",1454,659,1.4,4.6,16.8,8,15.5,19.1,17.1,12.3,2.4,2.7,55257,63798,"54759",1454,21,1454,1417,97.5
"ZCTA5 54801","8600000US54801",6593,3041,7.2,7.6,7,10.8,15.3,20.9,15.3,11.9,2,1.9,51380,64299,"54801",6593,111,6593,6097,92.5
"ZCTA5 54829","8600000US54829",5102,2208,3.5,5.1,12.8,12.1,15.8,17,12.8,14.8,3.2,3,50727,69903,"54829",5102,123,5102,4495,88.1
"ZCTA5 54836","8600000US54836",1060,408,1.5,2.7,3.2,9.3,15,16.9,20.3,16.7,8.3,6.1,80227,101544,"54836",1060,0,1060,967,91.2
"ZCTA5 54462","8600000US54462",357,193,8.3,7.3,13,11.9,17.6,18.1,15,5.7,0,3.1,42132,55568,"54462",357,6,357,350,98
"ZCTA5 54465","8600000US54465",495,292,4.5,8.9,18.2,7.5,26.7,14.7,9.9,5.5,2.4,1.7,41042,50782,"54465",495,0,495,492,99.4
"ZCTA5 54470","8600000US54470",2042,846,4.8,3.5,12.3,11.8,16.2,22.3,15.1,10.4,2.1,1.3,50655,61292,"54470",2042,25,2042,1893,92.7
"ZCTA5 54473","8600000US54473",2655,1057,3.6,2.6,9.9,11.3,12,18.1,16.4,16.8,6,3.4,60197,76330,"54473",2655,36,2655,2574,96.9
"ZCTA5 54480","8600000US54480",1410,572,4.4,8.2,12.4,6.8,16.6,18.5,17,15.2,0.5,0.3,52045,58538,"54480",1410,49,1410,1321,93.7
"ZCTA5 54481","8600000US54481",28614,11542,6.7,5.8,12.2,12.6,13.2,18.1,14.5,11,3.2,2.7,49435,64361,"54481",28614,1259,28614,25395,88.8
"ZCTA5 54490","8600000US54490",762,347,3.5,5.2,8.6,11.5,17.3,25.1,13.8,13,0.6,1.4,53359,62981,"54490",762,62,762,688,90.3
"ZCTA5 54498","8600000US54498",2372,861,7,6.6,9.1,8.5,17.9,21,14.2,12.1,2.3,1.4,50850,62873,"54498",2372,36,2372,2305,97.2
"ZCTA5 54512","8600000US54512",865,454,4,0.7,10.8,11.7,17.2,25.1,7.3,13.9,2.9,6.6,55400,70609,"54512",865,17,865,846,97.8
"ZCTA5 54521","8600000US54521",7908,3817,5.6,3.8,11.4,15,16.7,17.2,11.1,11,4,4.3,47639,72002,"54521",7908,142,7908,7478,94.6
"ZCTA5 54545","8600000US54545",808,431,3.9,3.7,12.8,3.7,12.5,26.7,17.9,9,5.6,4.2,59784,82918,"54545",808,4,808,762,94.3
"ZCTA5 54547","8600000US54547",1365,681,4,7.5,11.6,11.2,14.5,26.3,11.3,10.7,1.6,1.3,50664,59075,"54547",1365,23,1365,1293,94.7
"ZCTA5 54565","8600000US54565",39,22,9.1,18.2,13.6,13.6,22.7,22.7,0,0,0,0,31250,30355,"54565",39,0,39,39,100
"ZCTA5 54566","8600000US54566",1259,640,9.1,8.6,12.2,11.9,14.5,20.5,11.6,9.4,1.1,1.3,43750,51937,"54566",1259,3,1259,990,78.6
"ZCTA5 54614","8600000US54614",2666,1087,2.4,3.8,10.2,7.9,11.8,20.3,15.5,18.6,6.2,3.3,66685,80351,"54614",2666,31,2666,2570,96.4
"ZCTA5 54618","8600000US54618",2299,859,1,5.2,8,9.9,16.3,19.9,18,16.2,3.5,1.9,61736,73836,"54618",2299,32,2299,2153,93.6
"ZCTA5 54619","8600000US54619",3896,1234,3.4,4.5,7.9,6.9,13.3,21.8,17.8,16.2,4.3,3.9,67500,79159,"54619",3896,102,3896,3691,94.7
"ZCTA5 54624","8600000US54624",1422,639,6.6,6.3,9.5,7.7,13.1,21.3,13.1,17.4,3.6,1.4,54911,65255,"54624",1422,28,1422,1393,98
"ZCTA5 54630","8600000US54630",4173,1744,3,3.3,7.9,8.3,16.2,22.9,16.2,15,4.6,2.6,61351,75256,"54630",4173,40,4173,4079,97.7
"ZCTA5 54638","8600000US54638",1680,590,3.6,5.9,11.4,6.4,18.5,15.9,21.2,12.2,3.7,1.2,56136,64383,"54638",1680,18,1680,1625,96.7
"ZCTA5 54645","8600000US54645",80,44,20.5,15.9,13.6,22.7,0,18.2,0,9.1,0,0,25000,37405,"54645",80,0,80,70,87.5
"ZCTA5 54652","8600000US54652",1150,388,5.4,7.2,17.3,8.2,13.4,20.1,13.9,12.1,0,2.3,47500,60656,"54652",1150,4,1150,1115,97
"ZCTA5 54658","8600000US54658",2598,1125,5.2,2.7,9.6,8.4,9.6,22.4,13.8,21.2,3.8,3.3,66875,77654,"54658",2598,20,2598,2493,96
"ZCTA5 54665","8600000US54665",8137,3604,7.1,7.8,12.7,10.7,15,18,10.9,12.8,2.5,2.5,45720,59768,"54665",8137,167,8137,7745,95.2
"ZCTA5 54728","8600000US54728",6223,2583,3.6,3.9,12.5,9.8,14.3,23.5,14.8,13.4,2.2,2.1,56399,67497,"54728",6223,134,6223,6057,97.3
"ZCTA5 54733","8600000US54733",1181,456,2.9,3.7,11.2,9.4,17.1,19.1,14.5,14.7,4.8,2.6,57727,74093,"54733",1181,20,1181,1137,96.3
"ZCTA5 56545","8600000US56545",680,307,3.6,2.6,10.7,9.4,13,26.4,20.2,9.4,2.6,2,61964,72306,"56545",680,28,680,614,90.3
"ZCTA5 56554","8600000US56554",2676,1088,1.4,3.9,4.9,9.1,16.7,18.8,16.5,18.7,5.5,4.5,67037,84216,"56554",2676,24,2676,2529,94.5
"ZCTA5 56569","8600000US56569",1297,482,13.7,6.8,10.6,12,15.8,14.9,10.6,9.8,2.5,3.3,41833,61127,"56569",1297,24,1297,519,40
"ZCTA5 56628","8600000US56628",1631,776,7.1,6.8,14.6,11.3,13.5,21.9,13.5,5.5,4.6,1,45341,64873,"56628",1631,26,1631,1542,94.5
"ZCTA5 56659","8600000US56659",68,27,0,3.7,14.8,14.8,14.8,7.4,11.1,3.7,0,29.6,56250,137659,"56659",68,0,68,46,67.6
"ZCTA5 56669","8600000US56669",303,143,0.7,14,24.5,9.1,6.3,30.8,2.1,11.9,0.7,0,36042,47808,"56669",303,14,303,303,100
"ZCTA5 54537","8600000US54537",495,199,12.1,2,12.1,10.6,14.6,20.1,13.1,15.6,0,0,48958,54435,"54537",495,9,495,482,97.4
"ZCTA5 54441","8600000US54441",923,346,1.4,2.6,2.6,4,12.1,21.4,16.2,32.1,3.8,3.8,83333,104786,"54441",923,7,923,902,97.7
"ZCTA5 54488","8600000US54488",1216,467,1.9,3.2,12,18.6,15.6,15.4,12,14.6,3.9,2.8,48375,67621,"54488",1216,29,1216,1139,93.7
"ZCTA5 54494","8600000US54494",26577,11767,3.5,4.2,10.6,11,14.1,21.4,16,12.4,3.6,3.3,57329,68984,"54494",26577,671,26577,24292,91.4
"ZCTA5 54548","8600000US54548",4853,2164,2.4,3,7.2,8.7,15.7,21,10.7,14.4,5.7,11,61793,104478,"54548",4853,153,4853,4467,92
"ZCTA5 54552","8600000US54552",4071,2156,6.4,4.3,14.9,12.9,20.1,17.9,9.7,9.4,2.2,2,44146,58379,"54552",4071,105,4071,3860,94.8
"ZCTA5 54555","8600000US54555",4776,2396,6.4,5.3,7.6,7.8,21.5,21.9,13.9,10.4,3.6,1.5,51127,65317,"54555",4776,104,4776,4392,92
"ZCTA5 54556","8600000US54556",1159,587,8.2,4.6,13.5,10.2,19.3,17.9,13.8,8.5,3.6,0.5,44375,55898,"54556",1159,6,1159,1077,92.9
"ZCTA5 54568","8600000US54568",5109,2416,4.6,9.8,9.8,15.2,18.1,11,13.4,10.6,4.6,2.9,45512,67575,"54568",5109,60,5109,4380,85.7
"ZCTA5 54601","8600000US54601",50388,20243,6.3,6.6,11.5,10.9,14.6,19,12.3,11.1,3.6,4.2,50181,71320,"54601",50388,1290,50388,46147,91.6
"ZCTA5 54613","8600000US54613",1663,864,3.8,5.9,20.8,11.1,18.3,20.6,8.6,8.3,1.3,1.3,41774,51317,"54613",1663,18,1663,1589,95.6
"ZCTA5 54667","8600000US54667",4818,1810,3.7,5,9.5,10.4,13.3,21.8,14.2,15.5,3.1,3.5,57222,71745,"54667",4818,43,4818,4677,97.1
"ZCTA5 54725","8600000US54725",2866,1188,4,3.6,8.7,8.6,18.9,20.5,14.8,13,3.7,4.1,56842,74464,"54725",2866,12,2866,2797,97.6
"ZCTA5 54732","8600000US54732",2989,1209,5.9,6.1,8.3,10.9,17.7,22.3,13.8,11.8,1.2,1.9,51985,66265,"54732",2989,21,2989,2784,93.1
"ZCTA5 54734","8600000US54734",820,328,1.8,4.6,9.5,11.9,11,20.4,19.5,16.2,2.1,3,65000,77292,"54734",820,17,820,774,94.4
"ZCTA5 54736","8600000US54736",4174,1700,5.5,5.6,8.3,10.6,14,20.6,13.8,14.9,3.4,3.3,54091,71795,"54736",4174,102,4174,3921,93.9
"ZCTA5 54738","8600000US54738",3274,1235,1.5,3.3,6.8,10,10.9,17.1,17.6,19.4,8.1,5.3,75688,89148,"54738",3274,87,3274,3034,92.7
"ZCTA5 54739","8600000US54739",5389,1890,1.5,2.9,4.7,8.7,10.4,19,21.6,20.5,6.6,4.2,78664,87136,"54739",5389,208,5389,4797,89
"ZCTA5 54741","8600000US54741",1951,673,6.7,4.8,11.3,11.4,15.9,21.1,15.5,10.4,1.3,1.6,49750,58663,"54741",1951,8,1951,1899,97.3
"ZCTA5 54762","8600000US54762",1269,500,2.6,4.2,12,13.8,14.8,21.2,12.8,12,3.6,3,53056,68668,"54762",1269,8,1269,1248,98.3
"ZCTA5 54821","8600000US54821",1178,621,3.5,7.2,14.7,11,13.4,20.8,10.6,10.6,4.7,3.5,50375,67581,"54821",1178,12,1178,1151,97.7
"ZCTA5 54437","8600000US54437",3049,1116,3.5,5.5,8.5,12.8,16.1,21.9,14.2,9.9,5.4,2.2,53286,65399,"54437",3049,16,3049,2941,96.5
"ZCTA5 54451","8600000US54451",11404,4979,5.6,6.3,9.1,9.4,14.5,19.5,17.3,12.1,3.3,2.9,54199,67155,"54451",11404,120,11404,10990,96.4
"ZCTA5 54454","8600000US54454",1352,539,5.6,3.5,6.1,11.3,11.5,21.7,13.9,20.4,2.8,3.2,63646,75978,"54454",1352,16,1352,1319,97.6
"ZCTA5 54466","8600000US54466",2761,1191,5.6,4.2,9.2,9.7,14.8,22.1,15.9,13.6,2.8,2.2,54575,67599,"54466",2761,35,2761,2653,96.1
"ZCTA5 54479","8600000US54479",3977,1501,4.7,3.1,9.9,8.2,12,21.3,19.9,13.5,5.5,2,62957,74605,"54479",3977,46,3977,3849,96.8
"ZCTA5 54501","8600000US54501",19960,8443,4.1,5.3,11.5,10.8,13.7,20.3,13.3,13.4,3.6,4,54904,72746,"54501",19960,173,19960,18898,94.7
"ZCTA5 54520","8600000US54520",4289,1857,9,9.9,12.5,10.2,14.8,17.7,12.1,9.7,3,1.1,43388,54840,"54520",4289,17,4289,3061,71.4
"ZCTA5 54524","8600000US54524",632,280,3.2,4.6,12.9,13.6,12.5,25.4,18.9,7.9,0,1.1,55000,56990,"54524",632,13,632,617,97.6
"ZCTA5 54542","8600000US54542",402,229,9.6,5.7,17,22.7,20.1,11.8,5.2,7.4,0,0.4,33203,41449,"54542",402,0,402,393,97.8
"ZCTA5 54546","8600000US54546",1119,526,4.6,8.7,14.3,18.1,14.4,18.3,12.5,6.8,1.9,0.4,40625,50752,"54546",1119,6,1119,1031,92.1
"ZCTA5 54002","8600000US54002",6361,2647,1.7,4.1,7.8,8.2,14.4,21.4,18.1,15.2,6.1,2.9,67819,78900,"54002",6361,85,6361,5973,93.9
"ZCTA5 54005","8600000US54005",3107,1252,4.8,3,6.5,6.5,19.2,22.8,15.8,14.1,5,2.2,60595,71920,"54005",3107,39,3107,3042,97.9
"ZCTA5 54009","8600000US54009",2615,1041,2.1,2.6,8.1,5.1,11.2,23.8,14.1,22,9.5,1.4,71875,81833,"54009",2615,39,2615,2445,93.5
"ZCTA5 54827","8600000US54827",289,166,3.6,18.1,4.2,12,13.9,28.9,6,11.4,1.2,0.6,44583,52193,"54827",289,8,289,276,95.5
"ZCTA5 54845","8600000US54845",124,40,5,5,20,0,15,17.5,15,10,5,7.5,63750,75805,"54845",124,0,124,81,65.3
"ZCTA5 54850","8600000US54850",237,115,1.7,2.6,0,5.2,22.6,24.3,17.4,10.4,6.1,9.6,64583,113418,"54850",237,8,237,222,93.7
"ZCTA5 54857","8600000US54857",59,22,13.6,13.6,0,0,45.5,13.6,13.6,0,0,0,36250,38168,"54857",59,0,59,59,100
"ZCTA5 54861","8600000US54861",205,68,7.4,10.3,19.1,7.4,10.3,11.8,17.6,16.2,0,0,45000,56746,"54861",205,0,205,12,5.9
"ZCTA5 54867","8600000US54867",432,241,5.4,11.2,29,15.4,17,12.4,5.4,2.1,0.4,1.7,26458,37618,"54867",432,1,432,328,75.9
"ZCTA5 54868","8600000US54868",15247,6830,5.9,7.3,10.2,7.1,17.2,19.8,14.2,10.6,4.7,3.1,52132,71023,"54868",15247,306,15247,14523,95.3
"ZCTA5 54895","8600000US54895",970,475,3.6,6.9,14.7,8.4,12,24.4,11.6,12.8,0.6,4.8,56181,71226,"54895",970,12,970,912,94
"ZCTA5 54930","8600000US54930",1710,712,5.5,5.5,8.3,13.9,19.9,17.8,13.2,8.6,3.1,4.2,47125,69076,"54930",1710,10,1710,1655,96.8
"ZCTA5 54960","8600000US54960",2493,1204,7,3.5,11.1,11.7,16.6,19.1,13.5,13.9,1.7,1.8,50069,62886,"54960",2493,16,2493,2347,94.1
"ZCTA5 54965","8600000US54965",1352,554,4.3,3.2,8.1,9,10.8,21.3,11.2,23.1,6,2.9,68421,79255,"54965",1352,24,1352,1341,99.2
"ZCTA5 54980","8600000US54980",109,50,0,0,20,12,0,14,44,10,0,0,76667,67140,"54980",109,0,109,109,100
"ZCTA5 54983","8600000US54983",4445,1846,4.2,3.4,6.7,11.2,14.6,21.9,17.6,14.2,3.4,2.9,60263,72233,"54983",4445,225,4445,4027,90.6
"ZCTA5 54101","8600000US54101",2723,1097,3,2.9,5.4,4.2,10.5,19.6,22.8,21.3,6.3,4,78047,88582,"54101",2723,5,2723,2687,98.7
"ZCTA5 54103","8600000US54103",471,202,3,0.5,11.9,27.2,20.3,16.3,13.4,7.4,0,0,40833,49861,"54103",471,8,471,441,93.6
"ZCTA5 54120","8600000US54120",249,117,8.5,8.5,9.4,12,13.7,27.4,13.7,6.8,0,0,48438,49561,"54120",249,5,249,249,100
"ZCTA5 54121","8600000US54121",3021,1342,6.4,6.6,9.1,7,16.9,22.6,11.1,13.1,3.1,4.1,53519,77018,"54121",3021,2,3021,2933,97.1
"ZCTA5 54128","8600000US54128",1749,681,4.1,7,11.6,11.6,8.4,18.2,17.8,17.6,3.1,0.6,57216,65031,"54128",1749,12,1749,1163,66.5
"ZCTA5 54136","8600000US54136",6298,2643,3.2,7.2,10.3,13.2,15.4,18,17.4,11.5,2.4,1.5,51354,61369,"54136",6298,140,6298,5748,91.3
"ZCTA5 81091","8600000US81091",693,337,5.6,5.6,3.9,18.7,14.5,23.7,6.8,13.9,3,4.2,51058,74188,"81091",693,18,693,398,57.4
"ZCTA5 81151","8600000US81151",1902,657,5.2,4.3,11.3,17.7,17.4,26,10.5,6.7,0,1.1,44208,50893,"81151",1902,3,1902,1316,69.2
"ZCTA5 81120","8600000US81120",2271,1030,13.5,11.9,14.2,15.9,11.9,19.1,6.3,5.2,1.8,0,30556,40862,"81120",2271,28,2271,426,18.8
"ZCTA5 81121","8600000US81121",323,157,7,3.2,15.3,17.8,9.6,12.7,14.6,12.7,7,0,45250,62627,"81121",323,8,323,188,58.2
"ZCTA5 81122","8600000US81122",8798,3553,4.9,1.8,5.4,6.8,13.4,19,14.7,16.7,10.5,7,73258,95688,"81122",8798,198,8798,7327,83.3
"ZCTA5 81201","8600000US81201",9543,4160,6.5,5,11.6,10.2,9.4,17.7,11.6,17.2,7.5,3.3,57882,73569,"81201",9543,433,9543,7840,82.2
"ZCTA5 95316","8600000US95316",7022,2237,6.3,5.7,6.5,5.1,10.1,19.4,12.2,20.9,8,5.7,70907,88390,"95316",7022,953,7022,4530,64.5
"ZCTA5 95257","8600000US95257",407,155,0,11.6,12.3,5.2,0,49,11,11,0,0,54390,56924,"95257",407,101,407,302,74.2
"ZCTA5 95306","8600000US95306",654,358,9.8,0,12.8,15.1,17.3,30.7,2.2,8.4,3.6,0,46176,51083,"95306",654,54,654,622,95.1
"ZCTA5 95307","8600000US95307",46283,12589,4.3,4,9.9,11.2,11.7,22.6,15,14.6,4.1,2.6,58827,70563,"95307",46283,10916,46283,12061,26.1
"ZCTA5 95335","8600000US95335",153,98,0,0,40.8,0,31.6,27.6,0,0,0,0,NA,37200,"95335",153,62,153,91,59.5
"ZCTA5 95336","8600000US95336",47855,15477,3.8,3.5,8,10.3,12.3,18.8,13,17.2,8.3,4.7,64164,81347,"95336",47855,6802,47855,21540,45
